filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
artifact__201105280851.wav,0.6197908520698547,0.08715039491653442,1765.0685555251143,2041.0992170119184,3823.503254369362,0.07601330943943299,-261.3237609863281,119.3455810546875,-2.351501703262329,36.66921615600586,-6.352365493774414,7.315008640289307,8.082669258117676,-5.234267234802246,0.0034349579364061356,1.6023727655410767,-6.808162689208984,-2.2414920330047607,-5.0506510734558105,-4.925386428833008,-4.053518295288086,-6.123007297515869,-4.763216495513916,-2.834401845932007,-6.034385681152344,-2.7379989624023438,artifact
artifact__201106040947.wav,0.6545168161392212,0.03478074446320534,1775.2739216163995,1778.9883754499924,3451.528269974227,0.15683769933956185,-399.8658142089844,126.56258392333984,3.3266186714172363,8.199959754943848,7.422311782836914,6.998117923736572,0.9624587297439575,0.46414315700531006,-2.694829225540161,-3.454155683517456,-5.294836521148682,-4.192474365234375,-5.672957420349121,-4.071808338165283,-4.852463722229004,-3.29726505279541,-4.524111747741699,-3.677711009979248,-4.333336353302002,-3.231403350830078,artifact
artifact__201106021541.wav,0.4599834382534027,0.005516474600881338,4501.612908486826,2493.6377041283918,7063.639847273679,0.38946973663015466,-501.8077392578125,54.67401885986328,-4.713399410247803,-5.150390148162842,-10.611846923828125,2.9041731357574463,0.7771899104118347,-0.061420224606990814,-9.889501571655273,-3.7488441467285156,-2.334742546081543,-0.40851348638534546,-3.200066328048706,-1.3526532649993896,-2.9927637577056885,-2.5791454315185547,-3.022549629211426,-0.22008095681667328,-1.7795649766921997,-0.5535574555397034,artifact
artifact__201106010559.wav,0.5163276195526123,0.008035904727876186,2819.4312671603257,2592.8953422873096,5806.167382309117,0.15001434640786082,-370.42352294921875,80.34153747558594,-3.3944265842437744,11.363316535949707,-15.245610237121582,2.2706053256988525,-18.410573959350586,-4.021153926849365,-14.205413818359375,-7.030145168304443,-8.800053596496582,-2.5058929920196533,-4.256949424743652,-1.4931409358978271,-3.911062240600586,0.05827756226062775,-6.022713661193848,-1.5801727771759033,-4.771434783935547,0.11163294315338135,artifact
artifact__201106061233.wav,0.7616455554962158,0.1438526213169098,718.3830645014489,1553.887137325641,1280.6706064755156,0.008909874355670103,-341.4214782714844,93.34315490722656,35.81505584716797,35.98688507080078,26.113889694213867,24.656185150146484,24.321121215820312,14.2253999710083,13.53032112121582,16.698930740356445,13.294458389282227,9.302367210388184,11.3014497756958,10.257307052612305,5.966926574707031,10.593621253967285,6.669463634490967,6.205872058868408,7.189230442047119,5.559726238250732,artifact
artifact__201106050353.wav,0.4020785689353943,0.006175668444484472,2274.425685402579,1767.2578409833013,3380.879384463595,0.18640765947164947,-477.3970642089844,135.38368225097656,-9.966421127319336,4.823690891265869,-9.338233947753906,1.4893896579742432,-6.300149440765381,-1.3595759868621826,-5.911421775817871,-3.0971598625183105,-3.8090600967407227,0.8476887941360474,-4.781590461730957,-4.987022399902344,-3.4762179851531982,-0.1264127790927887,0.6462625861167908,2.0079145431518555,-1.7063262462615967,-0.5081458687782288,artifact
artifact__201106040722.wav,0.11578434705734253,0.5581397414207458,1414.2045558086072,872.0255240693199,1854.4638722213274,0.10314438023518041,-243.79641723632812,116.98747253417969,-17.936328887939453,-35.17254638671875,-19.029056549072266,29.297672271728516,49.47534942626953,36.126522064208984,-7.967504978179932,-40.87189483642578,-21.90740203857422,21.390602111816406,24.323713302612305,-7.057994842529297,-19.488876342773438,-10.356534957885742,-11.812623023986816,-5.650180339813232,11.112203598022461,10.49356460571289,artifact
artifact__201106030612.wav,0.5321164727210999,0.017512843012809753,4896.849300577277,2056.376156579151,6792.560129067332,0.46385963675902064,-498.6591491699219,76.47405242919922,-5.244193077087402,-4.138045787811279,-0.2094857096672058,0.6421523094177246,-1.5503588914871216,-1.6483601331710815,-4.248783588409424,-3.054936408996582,-3.231397867202759,-2.7719006538391113,-3.444281816482544,-1.9628174304962158,-3.020838499069214,-3.5564379692077637,-4.110263824462891,-2.6922950744628906,-2.840979814529419,-1.3085755109786987,artifact
artifact__201106031558.wav,0.4412785768508911,0.011938778683543205,2268.0558919065643,2012.3662460144797,4003.9270774605347,0.16705385188466496,-457.0155334472656,108.8648910522461,8.327508926391602,18.02226448059082,7.931098937988281,4.19237756729126,2.2829415798187256,-0.0456077940762043,-5.684361457824707,-5.693566799163818,-5.64098596572876,-4.194293022155762,-7.159327983856201,-6.399787902832031,-7.853619575500488,-5.183541774749756,-3.094364643096924,-3.30706524848938,-5.316308498382568,-2.65049409866333,artifact
artifact__201106040933.wav,0.6505085229873657,0.023352760821580887,2403.958705855796,2119.777226956815,4587.793220441366,0.18597978414948454,-390.7674255371094,96.08695220947266,-3.5903961658477783,8.00871753692627,-0.6691713333129883,-1.0158634185791016,-5.718503952026367,-2.243319511413574,-6.484698295593262,-5.2865142822265625,-7.329093933105469,-4.966209888458252,-6.483792304992676,-3.876508951187134,-5.435746192932129,-3.9834916591644287,-5.350564002990723,-2.423623561859131,-3.354632616043091,-2.2084860801696777,artifact
artifact__201106070949.wav,0.6690992116928101,0.3570500314235687,2938.6715287137067,2392.1456782931004,5577.155107321199,0.17109727367912372,51.46316146850586,72.20821380615234,-34.41865921020508,12.714415550231934,-12.110738754272461,-0.7894604802131653,-6.434711456298828,0.17276866734027863,-4.838508129119873,0.8446044325828552,-5.424519062042236,0.1261652559041977,-3.997617721557617,-0.1276860237121582,-4.407577037811279,-0.28635531663894653,-3.0627057552337646,1.6044684648513794,-2.641040325164795,0.2989856004714966,artifact
artifact__201106141701.wav,0.6363275647163391,0.0008308236137963831,2829.924521570124,2776.2091887796278,6222.818213394008,0.17165854542525774,-522.8689575195312,81.40973663330078,-4.572028636932373,12.049651145935059,-3.3839433193206787,3.8645617961883545,-5.444902420043945,0.11511018127202988,-4.147358417510986,1.5036592483520508,-3.079549551010132,1.7676106691360474,-3.0732579231262207,1.4438061714172363,-3.356088876724243,0.7010313868522644,-3.926445484161377,0.08831686526536942,-3.182889938354492,1.005804181098938,artifact
artifact__201106161016.wav,0.555217444896698,0.0013865164946764708,3134.3997844081223,2705.5074123441145,6406.7106581225835,0.21582157095682988,-449.47503662109375,65.0985336303711,-18.179733276367188,10.582740783691406,-10.147494316101074,0.6508195400238037,-12.777776718139648,-3.5233914852142334,-7.183008670806885,0.9100351333618164,-6.39233922958374,-1.2153469324111938,-5.035425186157227,0.5101044178009033,-6.17782735824585,-2.1052935123443604,-5.380631446838379,0.6917803287506104,-4.911754608154297,-1.5932588577270508,artifact
artifact__201106101955.wav,0.7753667831420898,0.2590109705924988,3744.067754332203,2644.5421180761596,6907.274383859536,0.3027570272229381,1.6278995275497437,46.91160202026367,-26.283733367919922,8.769968032836914,-6.475476264953613,2.0129711627960205,-4.378589630126953,1.6504385471343994,-2.7467219829559326,1.1747283935546875,-1.9984365701675415,1.5281387567520142,-1.735154628753662,2.1662628650665283,-1.8156654834747314,1.2413774728775024,-1.2089794874191284,1.251265525817871,-1.704745888710022,1.9354641437530518,artifact
artifact__201106190520.wav,0.5946121215820312,0.001646780176088214,3174.318197834739,3046.016560371098,7096.189392719072,0.1898633819265464,-459.3053283691406,69.77725219726562,11.603219032287598,17.42775535583496,6.010055065155029,7.6761932373046875,-5.225414276123047,1.911202073097229,-6.815496444702148,-3.651474714279175,-9.525003433227539,-3.22337007522583,-6.382842540740967,-3.0368542671203613,-8.934907913208008,-2.5665061473846436,-5.821521759033203,-0.6900450587272644,-5.538019180297852,-0.2229156494140625,artifact
artifact__201106111119.wav,0.14139913022518158,0.3434375822544098,4810.370711307048,1688.4562835085876,5707.880519591656,0.42231168451997425,-281.8074645996094,6.4557929039001465,15.5433349609375,3.6920852661132812,-11.967408180236816,-9.9611177444458,-15.11620807647705,-10.585366249084473,-32.861114501953125,6.8052778244018555,-17.481903076171875,8.289474487304688,-8.371149063110352,20.737354278564453,15.968579292297363,24.121631622314453,-12.995043754577637,-9.689711570739746,-10.146838188171387,-5.264444351196289,artifact
artifact__201106110909.wav,0.6527944803237915,0.041260600090026855,2226.713317939233,2213.9600232051134,4383.505280484858,0.15910795546069587,-340.96392822265625,97.1488037109375,-9.715749740600586,3.6377921104431152,-7.172204494476318,4.052842140197754,-5.014490604400635,-0.8574818968772888,-4.158323764801025,-2.9178919792175293,-7.584535121917725,-4.311450958251953,-6.236875057220459,-4.261203289031982,-6.319207668304443,-5.086521625518799,-5.310904502868652,-4.219996452331543,-4.722481727600098,-4.408735275268555,artifact
artifact__201106101314.wav,0.5258265733718872,0.03226756677031517,1991.1369409884137,1763.1802161843316,3779.43788508779,0.12667626449742267,-203.18531799316406,119.57405090332031,-59.06636428833008,27.271644592285156,-28.75414276123047,-5.004297256469727,-24.48587989807129,-4.225037097930908,-7.0823283195495605,-8.759812355041504,-11.65304183959961,-4.196396350860596,-10.279966354370117,-3.6721341609954834,-4.499004364013672,-2.6743361949920654,-7.3470869064331055,-4.825458526611328,-7.653661251068115,-4.203595161437988,artifact
artifact__201106161219.wav,0.4834110736846924,0.0027976869605481625,1565.4871192195465,1739.6528419432816,2617.893620127255,0.10240440761920103,-464.76263427734375,144.3470001220703,-37.50067138671875,-9.77525806427002,-4.699080944061279,11.512751579284668,1.368801474571228,4.69859504699707,-12.697134971618652,-6.680227279663086,-8.608870506286621,-4.38067626953125,-9.807754516601562,-1.366999626159668,-3.7083749771118164,2.0327043533325195,-8.144372940063477,0.6415379047393799,-2.1302552223205566,0.26832571625709534,artifact
artifact__201106171003.wav,0.5528255105018616,0.007836527191102505,2088.2694369136493,2433.554586950412,5006.192236831508,0.0979834487757732,-334.79962158203125,111.32746887207031,2.425067186355591,13.760115623474121,-13.975889205932617,12.35422420501709,-12.31264877319336,7.239305019378662,-7.815872669219971,4.469305038452148,-7.506359577178955,-2.597559928894043,-4.855266571044922,-3.7950901985168457,-5.046130180358887,-3.4525227546691895,-8.271986961364746,-2.9772064685821533,-8.32412052154541,-1.317477822303772,artifact
artifact__201106121242.wav,0.27047502994537354,0.23688487708568573,852.1384653384436,1150.4566347456484,1564.1263666841173,0.023317946601159795,-144.74215698242188,194.07925415039062,-32.4199104309082,12.27111530303955,-2.9643616676330566,8.231263160705566,-6.290151119232178,-3.899402618408203,-5.560619831085205,-1.374428629875183,-7.958611965179443,-7.331319808959961,-9.778152465820312,-12.934837341308594,-14.62525463104248,-13.638794898986816,-14.815839767456055,-11.0574951171875,-13.531267166137695,-10.052470207214355,artifact
artifact__201106131834.wav,0.17460846900939941,0.4903244376182556,467.1928263878796,285.9629662984977,469.42937791961987,0.03736861710695876,-327.0455627441406,145.84109497070312,32.120513916015625,-20.882171630859375,-23.394947052001953,-30.8129825592041,-43.82775115966797,-40.541656494140625,-30.656509399414062,-29.21415901184082,-30.579866409301758,-25.388992309570312,-16.850801467895508,-9.515161514282227,5.093458652496338,31.200359344482422,51.275516510009766,46.85773849487305,24.960832595825195,1.7326021194458008,artifact
artifact__201106211041.wav,0.5545958280563354,0.0009859118144959211,6247.5130569292905,2355.495621874419,8363.595990053158,0.6112878543814433,-858.9520263671875,21.150421142578125,2.1823365688323975,-5.488602161407471,2.605182647705078,-2.487537145614624,1.5863829851150513,-0.503871738910675,-3.962414264678955,0.8396588563919067,-3.982863187789917,1.8449864387512207,-2.8224940299987793,2.493731737136841,-2.266148567199707,1.4223555326461792,-1.9970895051956177,0.28754013776779175,-2.466568946838379,-0.3689388930797577,artifact
artifact__201106121445.wav,0.5481452941894531,4.923471715301275e-05,7407.417376675722,2508.8295111252246,9699.98653451192,0.7386285840850515,-994.74169921875,-15.164594650268555,15.288410186767578,-12.13660717010498,8.760796546936035,-4.671316146850586,1.4914063215255737,1.03572678565979,-2.9338603019714355,3.589155435562134,-3.696148157119751,3.1587586402893066,-2.6744816303253174,1.8397094011306763,-1.4241918325424194,0.954169750213623,-1.2125170230865479,1.2354131937026978,-1.5706032514572144,1.6489444971084595,artifact
artifact__201106161019.wav,0.5091251134872437,0.07860513031482697,944.4121445097628,1368.7872779651445,1738.195674935567,0.04292218709729381,-283.83782958984375,163.8240203857422,14.762978553771973,23.532060623168945,17.79170799255371,6.16826057434082,-7.813844203948975,-1.3309838771820068,5.28056526184082,-8.83784008026123,-16.21582794189453,-11.284466743469238,-4.617638111114502,-7.071363925933838,-10.74866008758545,-4.762396812438965,-1.7514835596084595,-4.685054302215576,-9.796063423156738,-4.125428199768066,artifact
artifact__201106131835.wav,0.180111363530159,0.48434874415397644,450.25035589316,286.6615343787702,443.73382882973584,0.03596040391430412,-336.29937744140625,140.39593505859375,32.15401840209961,-21.312910079956055,-20.22347640991211,-19.020048141479492,-31.17012596130371,-38.0440673828125,-35.179813385009766,-30.791976928710938,-28.3035831451416,-25.249370574951172,-20.093902587890625,-14.637738227844238,-5.202267169952393,17.5891056060791,47.31964874267578,60.232032775878906,46.57215118408203,18.42031478881836,artifact
artifact__201106220340.wav,0.29260939359664917,0.37382590770721436,689.6264601267214,682.3053323822513,1108.4049814755156,0.04434046794458763,-315.9823303222656,162.50860595703125,47.634578704833984,-3.593655824661255,-10.457385063171387,-10.858119010925293,-26.6204776763916,-39.728759765625,-35.50334930419922,-22.196863174438477,-18.48274803161621,-21.299331665039062,-21.555992126464844,-17.323089599609375,-13.80732536315918,-8.699950218200684,0.3883845806121826,10.02229118347168,15.092875480651855,17.438745498657227,artifact
artifact__201106211430.wav,0.4413118064403534,0.005164298694580793,2743.551505291547,2516.996861197164,5430.390788599388,0.17128855911726804,-412.5557861328125,88.35667419433594,-13.863414764404297,15.06442642211914,8.39966869354248,0.4751545190811157,-9.724710464477539,-6.597365379333496,-11.016770362854004,-4.524577617645264,-10.378159523010254,-3.9713850021362305,-10.243739128112793,-1.121468424797058,-4.803549289703369,1.9258222579956055,-0.10953881591558456,-0.8834110498428345,-4.418256759643555,-0.35467785596847534,artifact
artifact__201106221254.wav,0.2205018252134323,0.46504247188568115,526.0493398645939,671.6346037404536,511.9130557345361,0.03246692775451031,-277.9662170410156,151.56143188476562,8.424583435058594,-14.326387405395508,-22.455690383911133,-10.907573699951172,-17.406740188598633,-36.235137939453125,-47.564659118652344,-27.983877182006836,-28.465591430664062,-35.97516632080078,-14.633374214172363,-15.454219818115234,-20.38599967956543,-4.62313985824585,7.103320598602295,10.958122253417969,25.054414749145508,34.33299255371094,artifact
artifact__201106212112.wav,0.6036147475242615,0.266155868768692,2533.6227123871968,2082.188629113592,4749.292243878866,0.15408671270940721,-12.481975555419922,93.99735260009766,-50.46113967895508,15.473029136657715,-11.331647872924805,-12.672035217285156,-18.1429443359375,-12.022513389587402,-15.60024642944336,-0.8334106802940369,-6.138357162475586,-3.0441431999206543,-7.458764553070068,-3.900468587875366,-2.4432995319366455,-1.3592917919158936,-5.883086204528809,-0.6369478702545166,-1.73419189453125,1.293298602104187,artifact
extrahls__201101161027.wav,0.6203789114952087,0.010438279248774052,2012.74107637815,2700.838668897872,5049.494239421207,0.13641286174610895,-393.49395751953125,89.29683685302734,24.778305053710938,33.549530029296875,16.171993255615234,18.710407257080078,9.936919212341309,12.92415714263916,2.0861337184906006,5.7911553382873535,0.25745561718940735,2.40556263923645,-4.342967510223389,-0.9853788018226624,-6.67500638961792,-3.5914483070373535,-6.659933090209961,-2.2788562774658203,-7.818627834320068,-4.886033535003662,extrahls
extrahls__201103170134.wav,0.598626971244812,0.009841389954090118,2092.0324108835007,2713.342657525167,5006.343060661765,0.16635167738970588,-506.37945556640625,86.261474609375,28.50840950012207,36.436912536621094,23.56393051147461,15.40347957611084,10.275598526000977,6.055131435394287,1.749403953552246,1.2051069736480713,-2.4085617065429688,-3.672459125518799,-4.822193622589111,-3.963878631591797,-5.782769203186035,-3.714604377746582,-5.097385406494141,-3.786222457885742,-5.554018974304199,-4.857015132904053,extrahls
extrahls__201101091153.wav,0.5576346516609192,0.007949541322886944,1771.4763633075859,2384.8822652370022,4187.680777323615,0.09424205662048969,-454.6563415527344,99.4581298828125,17.8421630859375,39.309661865234375,14.87285041809082,22.08734130859375,7.9651594161987305,9.321385383605957,0.29860976338386536,2.134580373764038,-2.515399932861328,-0.47815483808517456,-3.970996856689453,-3.0917792320251465,-7.248049259185791,-5.013796329498291,-7.308068752288818,-5.19240665435791,-6.575372695922852,-4.327408790588379,extrahls
extrahls__201101160808.wav,0.6087972521781921,0.017280761152505875,1895.5416162312267,2289.8671591521907,4094.9514288651317,0.11246071722274437,-433.9478759765625,95.64028930664062,7.806314945220947,32.774253845214844,14.667113304138184,22.765235900878906,8.611639976501465,8.44268798828125,1.0569924116134644,3.9927477836608887,1.27019464969635,3.796348810195923,-0.9244418740272522,-1.7442306280136108,-4.965249538421631,-1.9629777669906616,-4.431020736694336,-3.0656445026397705,-4.6585893630981445,-3.9077296257019043,extrahls
extrahls__201101152255.wav,0.7740839719772339,0.0009424102609045804,3749.005929383133,2746.7433808999,6904.876744264812,0.3915465250180636,-671.620361328125,35.2370719909668,-0.05186881497502327,21.52640151977539,3.9837257862091064,9.687202453613281,1.8837604522705078,4.830184459686279,-0.4934769570827484,2.3548386096954346,-3.19742751121521,0.3789483308792114,-4.947256565093994,-1.062991738319397,-5.287396430969238,-1.7211475372314453,-4.841459274291992,-1.3183673620224,-5.0131096839904785,-0.982256293296814,extrahls
extrahls__201101241433.wav,0.5904353260993958,0.013129117898643017,1086.4444963809592,1736.090204213687,2140.75002768605,0.08705249275128867,-498.6778259277344,147.34988403320312,28.907920837402344,28.316526412963867,8.774328231811523,15.416183471679688,6.227007865905762,3.8484861850738525,-1.3930073976516724,-3.013695478439331,-5.045722961425781,-5.044023513793945,-5.117680549621582,-4.849386215209961,-5.039782524108887,-5.069771766662598,-4.90493106842041,-5.125823974609375,-4.954316139221191,-4.67702579498291,extrahls
extrahls__201102241217.wav,0.5692370533943176,0.007713404018431902,1658.5568370271183,2305.009593696472,3830.7734853213597,0.1022936634181701,-474.0668640136719,106.20597076416016,19.98558235168457,38.51225662231445,14.039271354675293,20.14954948425293,5.81183385848999,9.305602073669434,0.8802160620689392,2.827709197998047,-4.288046360015869,-1.0580356121063232,-4.3907294273376465,-0.4406149983406067,-4.180546283721924,-1.7748104333877563,-5.362767696380615,-3.0807929039001465,-6.364511966705322,-3.020260810852051,extrahls
extrahls__201101070953.wav,0.6962516903877258,0.003033864311873913,3057.630023516275,2904.8332740060096,6516.211511198597,0.2208089405189295,-496.1824035644531,62.2216682434082,9.681172370910645,22.574317932128906,9.242278099060059,13.187012672424316,5.588272571563721,7.9069013595581055,2.661796808242798,4.181628704071045,-0.9524509310722351,1.2636744976043701,-3.069845676422119,-0.8203558325767517,-4.675595283508301,-1.7399832010269165,-5.439098834991455,-2.497689962387085,-5.835122108459473,-2.792705535888672,extrahls
extrahls__201101241423.wav,0.6020792722702026,0.018027596175670624,1191.4216183152748,1835.3048476342367,2523.9910951594716,0.11781798687177836,-522.3823852539062,116.15155792236328,45.13888931274414,45.835731506347656,27.587270736694336,15.340415000915527,10.418208122253418,4.026484966278076,2.5867669582366943,-0.7358182072639465,-0.7394075393676758,-1.9146920442581177,-2.7328686714172363,-2.45212721824646,-3.743528366088867,-3.834177017211914,-3.7780792713165283,-4.292954921722412,-4.700826644897461,-4.672957897186279,extrahls
extrahls__201102071835.wav,0.7445290088653564,0.0009719774243421853,3053.8359537039937,2604.827521525082,5961.584796736725,0.32540992579277284,-618.305419921875,58.30957794189453,-7.995048999786377,25.217958450317383,3.3306970596313477,12.30957317352295,-1.3835195302963257,6.706568241119385,-0.9761440753936768,4.0822834968566895,-4.030152320861816,0.3412604331970215,-5.501230239868164,-0.8118797540664673,-6.513389587402344,-1.993847370147705,-6.3074750900268555,-1.9285084009170532,-6.64482307434082,-2.5644023418426514,extrahls
extrahls__201101160804.wav,0.5787320137023926,0.008864592760801315,1356.156507668445,2068.3698521100027,2935.0537592821784,0.06800807033828384,-452.1454162597656,122.47207641601562,9.030285835266113,24.74709701538086,14.514076232910156,29.14468002319336,10.943705558776855,6.807246685028076,0.5504758358001709,8.726333618164062,4.907122611999512,3.3071744441986084,-1.3085628747940063,2.982649564743042,0.4305040240287781,-1.0114266872406006,-6.456516265869141,-4.632265567779541,-5.240966796875,-3.979315757751465,extrahls
extrahls__201102070251.wav,0.6990752816200256,0.003324514487758279,2446.893679970592,2442.260288814475,4951.143086163294,0.26903309022760113,-596.1798095703125,79.99679565429688,8.533220291137695,32.31715774536133,7.989020824432373,13.164900779724121,1.7313281297683716,5.1589035987854,-0.15642817318439484,3.366297483444214,-0.9882886409759521,1.178669810295105,-2.7295069694519043,-1.3278344869613647,-5.023715019226074,-3.672233819961548,-6.02228307723999,-4.594569683074951,-6.3860979080200195,-4.2051100730896,extrahls
extrahls__201103150114.wav,0.542538046836853,0.021801438182592392,1190.3282361988308,1990.9210317308946,2613.842270054768,0.04343312057023196,-400.960693359375,128.51605224609375,29.644878387451172,38.005226135253906,13.096206665039062,21.44915771484375,8.699728012084961,9.247945785522461,-0.7883554100990295,0.43266236782073975,-5.613727569580078,-3.4344513416290283,-6.479757785797119,-3.3583173751831055,-6.432497501373291,-4.073707580566406,-6.284350395202637,-3.6414635181427,-5.518598556518555,-3.794477701187134,extrahls
extrahls__201103182227.wav,0.776633620262146,0.0016037956811487675,3576.155628949368,2707.3817802834183,6618.9625533585695,0.4014791901578608,-679.5156860351562,39.68024444580078,8.7515230178833,25.076091766357422,8.863981246948242,11.409076690673828,5.198190689086914,5.592082500457764,0.6656373143196106,2.694748640060425,-1.5117324590682983,0.4007296860218048,-2.9944417476654053,-0.520624577999115,-4.463360786437988,-1.8402775526046753,-4.713043689727783,-2.5387537479400635,-4.771053314208984,-2.343000888824463,extrahls
extrahls__201104270458.wav,0.5274868011474609,0.047592103481292725,757.1297912486058,1525.0762385699165,1199.3994140625,0.0241943359375,-373.06610107421875,152.07284545898438,36.03306579589844,34.084571838378906,12.747922897338867,21.836774826049805,11.434244155883789,8.989226341247559,2.882456064224243,3.5574352741241455,-1.1037697792053223,0.24285945296287537,-2.87852144241333,-3.2838170528411865,-3.8288626670837402,-4.4859113693237305,-5.499244689941406,-4.779685020446777,-6.606610298156738,-6.073729515075684,extrahls
